group,location,date,phq_attendance_community_hospitality_stats_sum,phq_attendance_conferences_hospitality_stats_sum,phq_attendance_expos_hospitality_stats_sum,phq_attendance_sports_hospitality_stats_sum,phq_impact_academic_exam_stats_sum,phq_impact_academic_holiday_stats_sum,phq_impact_observances_hospitality_stats_sum,phq_impact_public_holidays_hospitality_stats_sum,phq_impact_severe_weather_cold_wave_retail_stats_max,phq_impact_severe_weather_cold_wave_storm_retail_stats_max,phq_impact_severe_weather_heat_wave_retail_stats_max,phq_impact_severe_weather_tornado_retail_stats_max,phq_attendance_performing_arts_hospitality_stats_sum,phq_impact_severe_weather_flood_retail_stats_max,phq_impact_severe_weather_thunderstorm_retail_stats_max
group_A,store_0,2019-11-23,0.0,0,687,30712,0,67,0,0,0,0,0.0,0.0,,,
group_A,store_0,2019-11-24,0.0,0,0,31835,0,67,0,0,0,0,0.0,0.0,,,
group_A,store_0,2019-11-25,0.0,0,0,24576,0,0,0,18,0,0,0.0,0.0,,,
group_A,store_0,2019-11-26,0.0,0,0,12348,0,0,0,18,0,0,0.0,0.0,,,
group_A,store_0,2019-11-27,0.0,0,473,17269,0,147,0,49,0,0,0.0,0.0,,,
group_A,store_0,2019-11-28,0.0,0,1891,12384,0,508,36,90,0,0,0.0,0.0,,,
group_A,store_0,2019-11-29,0.0,0,9455,22201,0,508,90,0,0,0,0.0,0.0,,,
group_A,store_0,2019-11-30,0.0,0,9455,24332,0,508,1,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-01,0.0,0,9455,27811,0,508,4,0,0,23,0.0,0.0,,,
group_A,store_0,2019-12-02,200.0,0,9379,22627,0,0,90,0,0,80,0.0,0.0,,,
group_A,store_0,2019-12-03,4000.0,0,18629,5714,0,0,55,0,0,80,0.0,0.0,,,
group_A,store_0,2019-12-04,10000.0,0,15467,6360,0,0,5,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-05,1500.0,0,8034,26205,0,0,5,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-06,4000.0,0,31758,38552,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-07,10200.0,0,31758,34425,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-08,5300.0,0,4983,9238,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-09,10000.0,0,874,0,68,0,0,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-10,1300.0,0,4368,0,68,0,0,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-11,0.0,0,4422,0,68,0,0,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-12,0.0,0,4583,0,68,0,70,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-13,0.0,0,4477,6825,68,0,70,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-14,0.0,0,11411,19500,285,0,0,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-15,0.0,0,2571,12876,285,0,0,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-16,0.0,0,3393,23680,440,0,0,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-17,0.0,0,3393,24319,440,67,0,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-18,0.0,0,509,6394,440,67,0,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-19,0.0,0,0,5919,440,67,0,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-20,0.0,0,0,23253,372,135,0,3,0,0,0.0,0.0,,,
group_A,store_0,2019-12-21,0.0,0,0,30156,0,575,0,3,0,0,0.0,0.0,,,
group_A,store_0,2019-12-22,0.0,0,0,30604,0,575,30,7,0,0,0.0,0.0,,,
group_A,store_0,2019-12-23,0.0,0,0,25526,0,575,100,34,0,0,0.0,0.0,,,
group_A,store_0,2019-12-24,0.0,0,0,6795,0,575,90,184,0,0,0.0,0.0,,,
group_A,store_0,2019-12-25,0.0,0,0,6825,0,575,32,232,0,0,0.0,0.0,,,
group_A,store_0,2019-12-26,0.0,0,0,25625,0,575,7,2,0,0,0.0,0.0,,,
group_A,store_0,2019-12-27,0.0,0,0,24323,0,575,7,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-28,0.0,0,0,6125,0,575,0,0,0,0,0.0,0.0,,,
group_A,store_0,2019-12-29,0.0,0,0,0,0,575,30,4,0,0,0.0,0.0,,,
group_A,store_0,2019-12-30,0.0,0,0,1960,0,575,30,31,0,0,0.0,0.0,,,
group_A,store_0,2019-12-31,0.0,0,0,12535,0,575,90,40,0,0,0.0,0.0,,,
group_A,store_1,2017-01-02,0.0,0,0,0,0,0,0,95,0,65,0.0,0.0,,,
group_A,store_1,2017-01-03,0.0,0,0,0,0,0,0,13,0,34,0.0,0.0,,,
group_A,store_1,2017-01-04,0.0,0,0,0,0,0,0,0,0,19,0.0,0.0,,,
group_A,store_1,2017-01-05,0.0,0,0,0,0,0,9,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-06,0.0,0,0,0,0,0,10,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-07,0.0,0,0,0,0,0,90,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-08,0.0,0,0,0,0,0,94,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-09,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-10,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-11,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-12,0.0,0,0,0,0,0,9,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-13,0.0,0,0,0,0,0,10,7,0,0,0.0,0.0,,,
group_A,store_1,2017-01-14,0.0,0,0,0,0,0,90,7,0,0,0.0,0.0,,,
group_A,store_1,2017-01-15,0.0,0,0,0,0,0,24,36,0,0,0.0,0.0,,,
group_A,store_1,2017-01-16,0.0,0,0,0,0,0,0,90,0,0,0.0,0.0,,,
group_A,store_1,2017-01-17,0.0,0,0,0,0,0,0,13,0,0,0.0,0.0,,,
group_A,store_1,2017-01-18,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-19,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-20,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-21,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-22,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-23,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-24,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-25,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-26,0.0,0,0,0,0,0,9,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-27,0.0,0,0,0,0,0,10,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-28,0.0,0,0,0,0,0,90,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-29,0.0,0,0,0,0,0,24,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-30,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-01-31,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-01,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-02,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-03,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-04,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-05,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-06,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-07,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-08,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-09,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-10,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-11,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-12,0.0,0,0,0,0,0,30,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-13,0.0,0,0,0,0,0,30,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-14,0.0,0,0,0,0,0,90,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-15,0.0,0,0,0,0,0,32,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-16,0.0,0,0,0,0,0,7,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-17,0.0,0,0,0,0,0,7,7,0,0,0.0,0.0,,,
group_A,store_1,2017-02-18,0.0,0,0,0,0,0,0,18,0,0,0.0,0.0,,,
group_A,store_1,2017-02-19,0.0,0,0,0,0,0,0,47,0,0,0.0,0.0,,,
group_A,store_1,2017-02-20,0.0,0,0,0,0,0,0,160,0,0,0.0,0.0,,,
group_A,store_1,2017-02-21,0.0,0,0,0,0,0,0,25,0,0,0.0,0.0,,,
group_A,store_1,2017-02-22,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-23,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-24,0.0,0,0,0,0,0,65,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-25,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-26,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-02-27,0.0,0,0,0,0,0,0,3,0,0,0.0,0.0,,,
group_A,store_1,2017-02-28,0.0,0,0,0,0,0,70,70,0,0,0.0,0.0,,,
group_A,store_1,2017-03-01,0.0,0,0,0,0,0,0,39,0,0,0.0,0.0,,,
group_A,store_1,2017-03-02,0.0,0,0,0,0,0,0,2,0,0,0.0,0.0,,,
group_A,store_1,2017-03-03,0.0,0,0,0,0,0,0,2,0,0,0.0,0.0,,,
group_A,store_1,2017-03-04,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-05,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-06,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-07,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-08,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-09,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-10,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-11,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-12,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-13,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-14,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-15,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-16,0.0,0,0,0,0,0,36,1,0,0,0.0,0.0,,,
group_A,store_1,2017-03-17,0.0,0,0,0,0,0,90,70,0,0,0.0,0.0,,,
group_A,store_1,2017-03-18,0.0,0,0,0,0,0,1,18,0,0,0.0,0.0,,,
group_A,store_1,2017-03-19,0.0,0,0,0,0,0,0,4,0,0,0.0,0.0,,,
group_A,store_1,2017-03-20,0.0,0,0,0,0,0,0,4,0,0,0.0,0.0,,,
group_A,store_1,2017-03-21,0.0,0,0,0,0,0,0,4,0,0,0.0,0.0,,,
group_A,store_1,2017-03-22,0.0,0,0,0,0,0,0,4,0,0,0.0,0.0,,,
group_A,store_1,2017-03-23,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-24,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-25,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-26,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-27,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-28,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-29,0.0,0,0,0,0,0,65,0,0,0,0.0,0.0,,,
group_A,store_1,2017-03-30,0.0,0,0,0,0,0,0,1,0,0,0.0,0.0,,,
group_A,store_1,2017-03-31,0.0,0,0,0,0,0,0,70,0,0,0.0,0.0,,,
group_A,store_1,2017-04-01,0.0,0,0,0,0,0,0,18,0,0,0.0,0.0,,,
group_A,store_1,2017-04-02,0.0,0,0,0,0,0,0,4,0,0,0.0,0.0,,,
group_A,store_1,2017-04-03,0.0,0,0,0,0,0,0,4,0,0,0.0,0.0,,,
group_A,store_1,2017-04-04,0.0,0,0,0,0,0,0,4,0,0,0.0,0.0,,,
group_A,store_1,2017-04-05,0.0,0,0,0,0,0,0,4,0,0,0.0,0.0,,,
group_A,store_1,2017-04-06,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-07,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-08,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-09,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-10,0.0,0,0,0,0,0,70,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-11,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-12,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-13,0.0,0,0,0,0,0,8,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-14,0.0,0,0,0,0,0,78,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-15,0.0,0,0,0,0,0,8,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-16,0.0,0,0,0,0,0,184,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-17,0.0,0,0,0,0,0,146,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-18,0.0,0,0,0,0,0,105,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-19,0.0,0,0,0,0,0,5,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-20,0.0,0,0,0,0,0,5,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-21,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-22,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-23,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-24,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-25,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-26,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-27,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-28,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-29,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-04-30,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-01,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-02,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-03,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-04,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-05,0.0,0,0,0,0,0,70,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-06,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-07,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-08,0.0,0,0,0,0,0,65,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-09,0.0,0,0,110,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-10,0.0,0,0,1000,0,0,65,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-11,0.0,0,0,0,0,0,4,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-12,0.0,0,0,0,0,0,4,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-13,0.0,0,0,0,0,0,4,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-14,0.0,0,0,0,0,0,90,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-15,0.0,0,0,0,0,0,28,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-16,0.0,0,0,0,0,0,25,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-17,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-18,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-19,0.0,0,0,0,0,0,65,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-20,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-21,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-22,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-23,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-24,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-25,0.0,0,0,0,0,0,65,0,0,0,0.0,0.0,,,
group_A,store_1,2017-05-26,0.0,0,0,0,0,0,0,7,0,0,0.0,0.0,,,
group_A,store_1,2017-05-27,0.0,0,0,0,0,0,0,18,0,0,0.0,0.0,,,
group_A,store_1,2017-05-28,0.0,0,0,0,0,0,0,47,0,0,0.0,0.0,,,
group_A,store_1,2017-05-29,0.0,0,0,0,0,0,0,160,0,0,0.0,0.0,,,
group_A,store_1,2017-05-30,0.0,0,0,0,0,0,0,25,0,0,0.0,0.0,,,
group_A,store_1,2017-05-31,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-01,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-02,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-03,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-04,0.0,0,0,0,0,0,70,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-05,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-06,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-07,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-08,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-09,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-10,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-11,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-12,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-13,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-14,0.0,0,0,0,0,0,70,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-15,0.0,0,0,0,0,0,4,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-16,0.0,0,0,0,0,0,4,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-17,0.0,0,0,0,0,0,4,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-18,0.0,0,0,0,0,0,90,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-19,0.0,0,0,0,0,0,28,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-20,0.0,0,0,0,0,0,25,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-21,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-22,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-23,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-24,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-25,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-26,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-27,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-28,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-29,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-06-30,0.0,0,0,0,0,0,0,3,0,0,0.0,0.0,,,
group_A,store_1,2017-07-01,0.0,0,0,0,0,0,0,3,0,0,0.0,0.0,,,
group_A,store_1,2017-07-02,0.0,0,0,0,0,0,0,3,0,0,0.0,0.0,,,
group_A,store_1,2017-07-03,0.0,0,0,0,0,0,0,6,0,0,0.0,0.0,,,
group_A,store_1,2017-07-04,0.0,0,0,0,0,0,0,160,0,0,0.0,0.0,,,
group_A,store_1,2017-07-05,0.0,0,0,0,0,0,0,41,0,0,0.0,0.0,,,
group_A,store_1,2017-07-06,0.0,0,0,0,0,0,0,4,0,0,0.0,0.0,,,
group_A,store_1,2017-07-07,0.0,0,0,0,0,0,0,2,0,0,0.0,0.0,,,
group_A,store_1,2017-07-08,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-09,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-10,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-11,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-12,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-13,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-14,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-15,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-16,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-17,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-18,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-19,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-20,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-21,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-22,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-23,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-24,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-25,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-26,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-07-27,0.0,0,0,0,0,0,65,0,0,0,7.0,0.0,,,
group_A,store_1,2017-07-28,0.0,0,0,0,0,0,0,0,0,0,21.0,0.0,,,
group_A,store_1,2017-07-29,0.0,0,0,0,0,0,0,0,0,0,62.0,0.0,,,
group_A,store_1,2017-07-30,0.0,0,0,0,0,0,0,0,0,0,65.0,0.0,,,
group_A,store_1,2017-07-31,0.0,0,0,0,0,0,0,0,0,0,65.0,0.0,,,
group_A,store_1,2017-08-01,0.0,0,0,0,0,0,0,0,0,0,65.0,0.0,,,
group_A,store_1,2017-08-02,0.0,0,0,0,0,0,0,0,0,0,65.0,0.0,,,
group_A,store_1,2017-08-03,0.0,0,0,0,0,0,0,0,0,0,65.0,0.0,,,
group_A,store_1,2017-08-04,0.0,0,0,0,0,0,70,0,0,0,65.0,0.0,,,
group_A,store_1,2017-08-05,0.0,0,0,0,0,0,0,0,0,0,35.0,0.0,,,
group_A,store_1,2017-08-06,0.0,0,0,0,0,0,0,0,0,0,22.0,0.0,,,
group_A,store_1,2017-08-07,0.0,0,0,0,0,0,0,0,0,0,13.0,0.0,,,
group_A,store_1,2017-08-08,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-09,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-10,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-11,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-12,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-13,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-14,0.0,0,0,0,0,0,70,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-15,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-16,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-17,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-18,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-19,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-20,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-21,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-22,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-23,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-24,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-25,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-26,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-27,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
group_A,store_1,2017-08-28,0.0,0,0,0,0,0,0,0,0,0,13.0,0.0,,,
group_A,store_1,2017-08-29,0.0,0,0,0,0,0,0,0,0,0,31.0,0.0,,,
group_A,store_1,2017-08-30,0.0,0,0,0,0,0,0,0,0,0,65.0,0.0,,,
group_A,store_1,2017-08-31,0.0,0,0,0,0,0,0,0,0,0,65.0,0.0,,,
group_A,store_1,2017-09-01,0.0,0,0,0,0,0,0,7,0,0,65.0,0.0,,,
group_A,store_1,2017-09-02,0.0,0,0,0,0,0,70,7,0,0,65.0,0.0,,,
