location,date,demand
store_0,2017-06-02,9325.72210888431
store_0,2017-06-03,5189.910517424515
store_0,2017-06-04,5805.489260930745
store_0,2017-06-05,9544.587176320085
store_0,2017-06-06,10141.792264906331
store_0,2017-06-07,10343.16227918625
store_0,2017-06-08,10414.496089463317
store_0,2017-06-09,9394.091002200556
store_0,2017-06-10,5361.080793230664
store_0,2017-06-11,5327.890340478276
store_0,2017-06-12,10333.53993307918
store_0,2017-06-13,9578.508787166023
store_0,2017-06-14,10538.16223046964
store_0,2017-06-15,10457.711270280784
store_0,2017-06-16,9776.547204924776
store_0,2017-06-17,4566.667670263623
store_0,2017-06-18,4552.314160972431
store_0,2017-06-19,8617.118909387591
store_0,2017-06-20,9800.708170038246
store_0,2017-06-21,10063.788522716512
store_0,2017-06-22,9556.542974339767
store_0,2017-06-23,9409.038901698035
store_0,2017-06-24,5667.2943644052
store_0,2017-06-25,7270.960496816113
store_0,2017-06-26,9813.78985887744
store_0,2017-06-27,10283.487977547164
store_0,2017-06-28,10362.423348332708
store_0,2017-06-29,10043.961696491837
store_0,2017-06-30,8951.501830388412
store_0,2017-07-01,4821.912673114246
store_0,2017-07-02,4646.7473812702965
store_0,2017-07-03,6824.142295154639
store_0,2017-07-04,2073.28368048216
store_0,2017-07-05,11139.728340006051
store_0,2017-07-06,10731.86494270741
store_0,2017-07-07,10066.04819208638
store_0,2017-07-08,4990.579965827587
store_0,2017-07-09,5321.291562471356
store_0,2017-07-10,10412.739483980107
store_0,2017-07-11,10188.167679421556
store_0,2017-07-12,10609.67025382394
store_0,2017-07-13,9668.08845295854
store_0,2017-07-14,9290.002856901154
store_0,2017-07-15,5972.650337884731
store_0,2017-07-16,5667.437308222337
store_0,2017-07-17,10072.22435138502
store_0,2017-07-18,9857.201350510417
store_0,2017-07-19,3652.2481439543417
store_0,2017-07-20,9086.786071947208
store_0,2017-07-21,8407.312726108674
store_0,2017-07-22,4524.3616298017605
store_0,2017-07-23,4862.765224022657
store_0,2017-07-24,9183.085701542012
store_0,2017-07-25,10099.41666777225
store_0,2017-07-26,3100.469684952929
store_0,2017-07-27,9730.496947389089
store_0,2017-07-28,8183.147935365531
store_0,2017-07-29,5039.725651740747
store_0,2017-07-30,4728.339712428205
store_0,2017-07-31,9064.542675486951
store_0,2017-08-01,9079.32002984568
store_0,2017-08-02,8725.339958116432
store_0,2017-08-03,8731.30735172598
store_0,2017-08-04,7833.531164764956
store_0,2017-08-05,4547.525437339388
store_0,2017-08-06,4882.737485543533
store_0,2017-08-07,8612.544027546899
store_0,2017-08-08,8950.159584509005
store_0,2017-08-09,8613.141354725054
store_0,2017-08-10,8444.944168649574
store_0,2017-08-11,7776.917129562575
store_0,2017-08-12,4904.988309796791
store_0,2017-08-13,4823.54119483005
store_0,2017-08-14,8218.138888519088
store_0,2017-08-15,8680.566169274918
store_0,2017-08-16,8285.869177143286
store_0,2017-08-17,8676.08048410379
store_0,2017-08-18,8071.282548952077
store_0,2017-08-19,5063.044356083568
store_0,2017-08-20,6917.312827792062
store_0,2017-08-21,8780.126719556989
store_0,2017-08-22,9058.675587681744
store_0,2017-08-23,8244.585053458335
store_0,2017-08-24,8527.732974650284
store_0,2017-08-25,8439.962471774055
store_0,2017-08-26,4671.115900443403
store_0,2017-08-27,5249.450123921549
store_0,2017-08-28,9420.792030018782
store_0,2017-08-29,8715.923947921274
store_0,2017-08-30,9130.195620293116
store_0,2017-08-31,9750.298068666254
store_0,2017-09-01,8272.030218288448
store_0,2017-09-02,5128.3366199540615
store_0,2017-09-03,4293.24662755453
store_0,2017-09-04,5352.341826112767
store_0,2017-09-05,9512.530919886978
store_0,2017-09-06,9454.934422988224
store_0,2017-09-07,9690.905451901384
store_0,2017-09-08,9440.888992040114
store_0,2017-09-09,5812.205408741959
store_0,2017-09-10,5001.797637721332
store_0,2017-09-11,9338.443834609106
store_0,2017-09-12,10372.469729781382
store_0,2017-09-13,9828.981831092937
store_0,2017-09-14,10117.801109002414
store_0,2017-09-15,10100.98725511679
store_0,2017-09-16,5888.997984280225
store_0,2017-09-17,5788.370837361779
store_0,2017-09-18,9919.741447578968
store_0,2017-09-19,9497.44698911213
store_0,2017-09-20,9498.308441242572
store_0,2017-09-21,8555.726447913992
store_0,2017-09-22,8805.964630665296
store_0,2017-09-23,5524.926509033722
store_0,2017-09-24,5409.329223761233
store_0,2017-09-25,9848.044195673452
store_0,2017-09-26,9433.806150310911
store_0,2017-09-27,9986.040698797977
store_0,2017-09-28,10201.920699779535
store_0,2017-09-29,9146.792747027175
store_0,2017-09-30,5185.0492218352565
store_0,2017-10-01,4868.030239358318
store_0,2017-10-02,9122.177481651572
store_0,2017-10-03,9800.324704583312
store_0,2017-10-04,9527.152142291892
store_0,2017-10-05,9657.345523865088
store_0,2017-10-06,9071.385922639429
store_0,2017-10-07,5961.189422157058
store_0,2017-10-08,5787.959155759232
store_0,2017-10-09,8462.567946713369
store_0,2017-10-10,9300.130232344463
store_0,2017-10-11,9078.131331749177
store_0,2017-10-12,9398.75705998272
store_0,2017-10-13,9657.901013890523
store_0,2017-10-14,6005.926755920238
store_0,2017-10-15,5147.476218864746
store_0,2017-10-16,9925.829041557428
store_0,2017-10-17,9287.422254122292
store_0,2017-10-18,9784.085336019052
store_0,2017-10-19,8654.097293113004
store_0,2017-10-20,9334.532723009965
store_0,2017-10-21,5887.799206335792
store_0,2017-10-22,5536.899808026664
store_0,2017-10-23,4393.259324744648
store_0,2017-10-24,9561.885430423616
store_0,2017-10-25,9820.466295700293
store_0,2017-10-26,9595.060932724107
store_0,2017-10-27,9158.635671791604
store_0,2017-10-28,5897.389697226834
store_0,2017-10-29,4386.007578746886
store_0,2017-10-30,9075.831531820286
store_0,2017-10-31,9157.895012158657
store_0,2017-11-01,9531.492868890216
store_0,2017-11-02,9837.39392622082
store_0,2017-11-03,9307.73392745732
store_0,2017-11-04,5637.3872162944135
store_0,2017-11-05,4817.474915401215
store_0,2017-11-06,8928.101190908721
store_0,2017-11-07,8339.168886493502
store_0,2017-11-08,9527.74537143003
store_0,2017-11-09,9396.07867039738
store_0,2017-11-10,8216.920298500949
store_0,2017-11-11,5449.722165298613
store_0,2017-11-12,4769.739999154167
store_0,2017-11-13,8431.721057182642
store_0,2017-11-14,9007.758113192129
store_0,2017-11-15,8991.031153071703
store_0,2017-11-16,9770.961106015016
store_0,2017-11-17,8226.762365453596
store_0,2017-11-18,5154.909190503215
store_0,2017-11-19,4890.1681501590765
store_0,2017-11-20,8708.297631908017
store_0,2017-11-21,9177.804802011611
store_0,2017-11-22,6554.913397064765
store_0,2017-11-24,3610.446833012988
store_0,2017-11-25,4625.608401734544
store_0,2017-11-26,4928.073057917357
store_0,2017-11-27,9024.475909199646
store_0,2017-11-28,8415.487249647143
store_0,2017-11-29,9266.21742585511
store_0,2017-11-30,8961.509872391043
store_0,2017-12-01,8744.268728770076
store_0,2017-12-02,5546.770222583871
store_0,2017-12-03,5072.268340417025
store_0,2017-12-04,9252.176640944732
store_0,2017-12-05,9174.975323188668
store_0,2017-12-06,9306.4766092805
store_0,2017-12-07,9223.43847086763
store_0,2017-12-08,8180.434505133458
store_0,2017-12-09,6358.254294768249
store_0,2017-12-10,4952.555864313222
store_0,2017-12-11,9003.8608033188
store_0,2017-12-12,8121.758857922475
store_0,2017-12-13,8725.797236779852
store_0,2017-12-14,7511.034668370093
store_0,2017-12-15,8122.4622579047555
store_0,2017-12-16,5029.02929040772
store_0,2017-12-17,5165.324562602745
store_0,2017-12-18,8362.379114494204
store_0,2017-12-19,8684.317621737362
store_0,2017-12-20,8506.02265921701
store_0,2017-12-21,8589.44010397679
store_0,2017-12-22,6110.573593677836
store_0,2017-12-23,4291.515898128074
store_0,2017-12-24,1714.8685513138423
store_0,2017-12-26,4842.084638193335
store_0,2017-12-27,6282.286549587809
store_0,2017-12-28,5744.0252983860655
store_0,2017-12-29,6137.42859179828
store_0,2017-12-30,4845.068482815996
store_0,2017-12-31,3816.2699570508
store_0,2018-01-01,3463.603614539742
store_0,2018-01-02,7711.680111637492
store_0,2018-01-03,7582.161127934113
store_0,2018-01-04,4982.612858470204
store_0,2018-01-05,7368.188640937817
store_0,2018-01-06,3793.754810895648
store_0,2018-01-07,3958.175771931443
store_0,2018-01-08,8461.571332851936
store_0,2018-01-09,7623.627552376031
store_0,2018-01-10,8126.750432101759
store_0,2018-01-11,8411.790709262437
store_0,2018-01-12,8668.480968376083
store_0,2018-01-13,4824.606820165325
store_0,2018-01-14,4045.623112673836
store_0,2018-01-15,5875.898259589401
store_0,2018-01-16,7778.788228161766
store_0,2018-01-17,7744.579765292889
store_0,2018-01-18,8110.655518066124
store_0,2018-01-19,8620.10953376515
store_0,2018-01-20,4678.333837551131
store_0,2018-01-21,4192.163491576321
store_0,2018-01-22,8303.264416456745
store_0,2018-01-23,8234.094130722176
store_0,2018-01-24,7669.760274083192
store_0,2018-01-25,8571.121603121663
store_0,2018-01-26,8688.355938452138
store_0,2018-01-27,5247.070594621862
store_0,2018-01-28,4739.422792650865
store_0,2018-01-29,9552.86639947544
store_0,2018-01-30,8597.595313127316
store_0,2018-01-31,9593.549340394671
store_0,2018-02-01,9760.342495237515
store_0,2018-02-02,8570.804475032473
store_0,2018-02-03,5175.199475886484
store_0,2018-02-04,3887.086784879872
store_0,2018-02-05,9400.480299986424
store_0,2018-02-06,9245.843893438048
store_0,2018-02-07,9136.847245413108
store_0,2018-02-08,9841.912493620011
store_0,2018-02-09,8713.757870681311
store_0,2018-02-10,5568.407071873605
store_0,2018-02-11,5044.2810388720845
store_0,2018-02-12,9643.801484255282
store_0,2018-02-13,9285.356872924072
store_0,2018-02-14,9277.458351602589
store_0,2018-02-15,10580.72417272336
store_0,2018-02-16,9166.892472751775
store_0,2018-02-17,5334.88802995385
store_0,2018-02-18,4702.77569766272
store_0,2018-02-19,6607.9441565205125
store_0,2018-02-20,9536.807521139412
store_0,2018-02-21,10057.700906924149
store_0,2018-02-22,9607.052372049724
store_0,2018-02-23,8734.272725832647
store_0,2018-02-24,5887.064922068805
store_0,2018-02-25,4899.887488942612
store_0,2018-02-26,10030.11467443246
store_0,2018-02-27,9182.665627183998
store_0,2018-02-28,9121.123673928669
store_0,2018-03-01,9816.961187959352
store_0,2018-03-02,8072.938179012049
store_0,2018-03-03,5475.099501388196
store_0,2018-03-04,4953.088925397697
store_0,2018-03-05,9770.5766008943
store_0,2018-03-06,10279.516655105894
store_0,2018-03-07,5999.363983492823
store_0,2018-03-08,9392.672801726563
store_0,2018-03-09,9525.313142716264
store_0,2018-03-10,5446.645834315272
store_0,2018-03-11,5261.711500282762
store_0,2018-03-12,9346.141713323925
store_0,2018-03-13,9125.970143651535
store_0,2018-03-14,9734.450186409184
store_0,2018-03-15,10487.917279053869
store_0,2018-03-16,9377.51732542346
store_0,2018-03-17,6291.410275772066
store_0,2018-03-18,5143.239335045236
store_0,2018-03-19,9797.402011357724
store_0,2018-03-20,9898.391806837595
store_0,2018-03-21,5393.4137124811405
store_0,2018-03-22,10366.833132711998
store_0,2018-03-23,9743.630038068472
store_0,2018-03-24,6170.183154028099
store_0,2018-03-25,5389.166324245538
store_0,2018-03-26,8899.612913614916
store_0,2018-03-27,7277.403990572016
store_0,2018-03-28,9179.041508391643
store_0,2018-03-29,10234.878404661711
store_0,2018-03-30,8115.075826259659
store_0,2018-03-31,5210.516720278642
store_0,2018-04-02,9849.39956549746
store_0,2018-04-03,9891.885038805543
store_0,2018-04-04,10027.369054161576
store_0,2018-04-05,10448.61068752186
store_0,2018-04-06,10131.597611218358
store_0,2018-04-07,6248.070484363959
store_0,2018-04-08,5792.986489445671
store_0,2018-04-09,9606.041846255335
store_0,2018-04-10,9870.641614122547
store_0,2018-04-11,10561.663755201413
store_0,2018-04-12,10136.11322249961
store_0,2018-04-13,10050.99423114048
store_0,2018-04-14,6703.359928202242
store_0,2018-04-15,5539.546516494096
store_0,2018-04-16,9641.586387491789
store_0,2018-04-17,9943.615663481676
store_0,2018-04-18,10273.037466099771
store_0,2018-04-19,10334.62316412818
store_0,2018-04-20,9685.985095913731
store_0,2018-04-21,6121.050581572215
store_0,2018-04-22,5801.374379782968
store_0,2018-04-23,3910.0134594619935
store_0,2018-04-24,10328.351608846033
store_0,2018-04-25,9961.105622873703
store_0,2018-04-26,10788.925529073938
store_0,2018-04-27,10265.394089733174
store_0,2018-04-28,6267.751731329578
store_0,2018-04-29,5550.171462149869
store_0,2018-04-30,10400.461948577728
store_0,2018-05-01,10622.363496239836
store_0,2018-05-02,10637.992825663625
store_0,2018-05-03,10862.78178350654
store_0,2018-05-04,10080.964819730038
store_0,2018-05-05,5831.174436520063
store_0,2018-05-06,5453.725715607029
store_0,2018-05-07,10781.304810312904
store_0,2018-05-08,10988.872096914793
store_0,2018-05-09,10311.12109696093
store_0,2018-05-10,10109.474787725365
store_0,2018-05-11,9794.56262594206
store_0,2018-05-12,6215.263488951676
store_0,2018-05-13,5198.1963542108
store_0,2018-05-14,11252.728683496916
store_0,2018-05-15,10691.153593567573
store_0,2018-05-16,10969.54800737666
store_0,2018-05-17,11165.067890352004
store_0,2018-05-18,9643.819906843066
store_0,2018-05-19,5452.173151185595
store_0,2018-05-20,5705.580385431436
store_0,2018-05-21,9788.920490963554
store_0,2018-05-22,9562.254361679568
store_0,2018-05-23,10144.047597537903
store_0,2018-05-24,9428.454988928255
store_0,2018-05-25,8061.897711424828
store_0,2018-05-26,4498.441634468745
store_0,2018-05-27,4162.573475818088
store_0,2018-05-28,4935.160921725824
store_0,2018-05-29,9080.68161472326
store_0,2018-05-30,9044.693968887716
store_0,2018-05-31,9564.665237083922
store_0,2018-06-01,9225.832184917848
store_0,2018-06-02,5765.704990797852
store_0,2018-06-03,5819.700940212171
store_0,2018-06-04,9290.722639596208
store_0,2018-06-05,9390.850633677012
store_0,2018-06-06,9571.74861980424
store_0,2018-06-07,9243.647404091069
store_0,2018-06-08,8652.918978788419
store_0,2018-06-09,5986.029944056278
store_0,2018-06-10,5035.8205098748185
store_0,2018-06-11,9550.753282221429
store_0,2018-06-12,9487.365226854035
store_0,2018-06-13,10246.806813829946
store_0,2018-06-14,9563.01793141316
store_0,2018-06-15,9015.60621924486
store_0,2018-06-16,5047.186470944554
store_0,2018-06-17,4341.487188279422
store_0,2018-06-18,9195.103735313667
store_0,2018-06-19,9973.25790933188
store_0,2018-06-20,9575.24939756367
store_0,2018-06-21,9531.404301849963
store_0,2018-06-22,8780.609500246248
store_0,2018-06-23,5392.747549140982
store_0,2018-06-24,7290.896306818455
store_0,2018-06-25,9753.24224992911
store_0,2018-06-26,8812.768362722782
store_0,2018-06-27,9524.574990797188
store_0,2018-06-28,9772.687469707964
store_0,2018-06-29,9016.989590106805
store_0,2018-06-30,5079.668457633202
store_0,2018-07-01,5489.689882177281
store_0,2018-07-02,9465.442461071558
store_0,2018-07-03,9161.265160206203
store_0,2018-07-04,2178.7156822907577
store_0,2018-07-05,9674.495026324064
store_0,2018-07-06,8596.500180333358
store_0,2018-07-07,5333.555068959932
store_0,2018-07-08,5188.608771960995
store_0,2018-07-09,9727.484695124906
store_0,2018-07-10,9840.264019566315
store_0,2018-07-11,9437.131499011475
store_0,2018-07-12,10556.703472296527
store_0,2018-07-13,9659.403888595536
store_0,2018-07-14,5555.841373950456
store_0,2018-07-15,6036.565681018377
store_0,2018-07-16,10016.71919016604
store_0,2018-07-17,9392.52769877216
store_0,2018-07-18,10812.500537570344
store_0,2018-07-19,10279.270615631853
store_0,2018-07-20,8750.541910040301
store_0,2018-07-21,5780.522549362347
store_0,2018-07-22,5666.358023060381
store_0,2018-07-23,9799.579804974132
store_0,2018-07-24,9972.930156066315
store_0,2018-07-25,2860.4038565321102
store_0,2018-07-26,10272.814348946771
store_0,2018-07-27,9947.700274280924
store_0,2018-07-28,5712.9811421942895
store_0,2018-07-29,5786.537262327247
store_0,2018-07-30,9368.807885241624
store_0,2018-07-31,10508.893112375412
store_0,2018-08-01,9505.830514939842
store_0,2018-08-02,9410.131334155229
store_0,2018-08-03,8657.507083045773
store_0,2018-08-04,4978.258995406553
store_0,2018-08-05,5144.891628751527
store_0,2018-08-06,9293.12760116919
store_0,2018-08-07,9357.032423487755
store_0,2018-08-08,8986.037023149185
store_0,2018-08-09,9051.400973045786
store_0,2018-08-10,8535.771980874177
store_0,2018-08-11,5291.464180913461
store_0,2018-08-12,5247.234985260491
store_0,2018-08-13,9531.369620255178
store_0,2018-08-14,9158.794253826769
store_0,2018-08-15,9558.81932819982
store_0,2018-08-16,9225.803306447471
store_0,2018-08-17,7986.804570385294
store_0,2018-08-18,5750.589261832789
store_0,2018-08-19,7215.760914113603
store_0,2018-08-20,9269.473878872568
store_0,2018-08-21,10003.9185743176
store_0,2018-08-22,9579.744168042593
store_0,2018-08-23,10232.30901030805
store_0,2018-08-24,8630.995461270404
store_0,2018-08-25,5984.5133479058095
store_0,2018-08-26,5436.350681970504
store_0,2018-08-27,5974.322783164457
store_0,2018-08-28,10561.265114202775
store_0,2018-08-29,10874.989744587376
store_0,2018-08-30,10358.565359905882
store_0,2018-08-31,8619.016825813855
store_0,2018-09-01,5532.841794992203
store_0,2018-09-02,5508.046958656841
store_0,2018-09-03,5292.325857964286
store_0,2018-09-04,10740.097088550268
store_0,2018-09-05,11078.2925579645
store_0,2018-09-06,10811.038107013295
store_0,2018-09-07,10223.01129368273
store_0,2018-09-08,6044.937126312224
store_0,2018-09-09,5044.366621599974
store_0,2018-09-10,8425.80429736226
store_0,2018-09-11,9504.02013648713
store_0,2018-09-12,11279.824245854748
store_0,2018-09-13,11348.499548024456
store_0,2018-09-14,10266.162195333953
store_0,2018-09-15,6318.975637355591
store_0,2018-09-16,5441.401389958022
store_0,2018-09-17,10949.172690410283
store_0,2018-09-18,9850.9790145681
store_0,2018-09-19,8933.980026459107
store_0,2018-09-20,11384.523246715582
store_0,2018-09-21,10175.482966347952
store_0,2018-09-22,6062.287707030696
store_0,2018-09-23,5517.127886551395
store_0,2018-09-24,9989.631657412076
store_0,2018-09-25,10175.183064353574
store_0,2018-09-26,10740.937820980376
store_0,2018-09-27,10605.155853790802
store_0,2018-09-28,10370.809239189854
store_0,2018-09-29,6374.937629666895
store_0,2018-09-30,5811.704537557691
store_0,2018-10-01,10429.217735131824
store_0,2018-10-02,10545.403023443716
store_0,2018-10-03,9944.200576936972
store_0,2018-10-04,11665.383067001754
store_0,2018-10-05,10272.9822029837
store_0,2018-10-06,6596.095822882737
store_0,2018-10-07,6316.140153746799
store_0,2018-10-08,9033.560986078948
store_0,2018-10-09,10783.338256116916
store_0,2018-10-10,11109.564486362033
store_0,2018-10-11,10546.03019304558
store_0,2018-10-12,10635.928568487388
store_0,2018-10-13,6196.677872354874
store_0,2018-10-14,5806.483453519774
store_0,2018-10-15,10141.448353937358
store_0,2018-10-16,6787.093609686923
store_0,2018-10-17,10730.955400367347
store_0,2018-10-18,10947.943953686769
store_0,2018-10-19,11001.846228830962
store_0,2018-10-20,6441.771273812347
store_0,2018-10-21,5727.276297717571
store_0,2018-10-22,10617.896350640893
store_0,2018-10-23,11971.833694687037
store_0,2018-10-24,11661.064544604556
store_0,2018-10-25,11074.620437698792
store_0,2018-10-26,10628.13472969558
store_0,2018-10-27,5521.377204453437
store_0,2018-10-28,5555.430851888687
store_0,2018-10-29,10567.59828768409
store_0,2018-10-30,10812.13576287594
store_0,2018-10-31,11874.971218181598
store_0,2018-11-01,11458.899294355826
store_0,2018-11-02,10524.776685338633
store_0,2018-11-03,6199.090884801743
store_0,2018-11-04,5791.558312939596
store_0,2018-11-05,10899.932714674816
store_0,2018-11-06,10270.298506769605
store_0,2018-11-07,11250.32063477144
store_0,2018-11-08,11704.35436796222
store_0,2018-11-09,10221.834264728916
store_0,2018-11-10,6360.153152311119
store_0,2018-11-11,6424.586954029775
store_0,2018-11-12,9740.197499558511
store_0,2018-11-13,10094.368764844014
store_0,2018-11-14,11055.792820495291
store_0,2018-11-15,10103.485413458531
store_0,2018-11-16,10070.31037289012
store_0,2018-11-17,6905.886135671929
store_0,2018-11-18,5725.42019630836
store_0,2018-11-19,11081.421783702785
store_0,2018-11-20,10166.475111425245
store_0,2018-11-21,7530.125514003485
store_0,2018-11-23,4700.683235466751
store_0,2018-11-24,4897.283916291943
store_0,2018-11-25,5785.35010893042
store_0,2018-11-26,10102.76793132423
store_0,2018-11-27,10894.14279981855
store_0,2018-11-28,11022.65442018565
store_0,2018-11-29,10869.94808150392
store_0,2018-11-30,10155.528011788616
store_0,2018-12-01,5733.869143449186
store_0,2018-12-02,4983.45303788403
store_0,2018-12-03,11222.802564602029
store_0,2018-12-04,10676.380565084077
store_0,2018-12-05,10421.589239525532
store_0,2018-12-06,11502.383056586645
store_0,2018-12-07,11479.006792347564
store_0,2018-12-08,7875.153423878004
store_0,2018-12-09,5781.905850694114
store_0,2018-12-10,11340.13529653264
store_0,2018-12-11,11361.818715988677
store_0,2018-12-12,11083.294721939705
store_0,2018-12-13,11053.258089117233
store_0,2018-12-14,10924.313619469316
store_0,2018-12-15,6620.552143374356
store_0,2018-12-16,5141.788341414409
store_0,2018-12-17,10865.959941414916
store_0,2018-12-18,9485.647436779383
store_0,2018-12-19,9362.759823182658
store_0,2018-12-20,9574.34661297328
store_0,2018-12-21,8184.190890794684
store_0,2018-12-22,5324.274008550471
store_0,2018-12-23,5014.936840367816
store_0,2018-12-24,2498.832510054684
store_0,2018-12-26,6606.921035788295
store_0,2018-12-27,7416.277402269903
store_0,2018-12-28,7132.986606101334
store_0,2018-12-29,6180.288387550521
store_0,2018-12-30,5277.527935011099
store_0,2018-12-31,5489.466100713541
store_0,2019-01-01,4683.546393268714
store_0,2019-01-02,9655.30473032947
store_0,2019-01-03,9502.772683479185
store_0,2019-01-04,10166.451276517108
store_0,2019-01-05,5547.81908949594
store_0,2019-01-06,4944.576147204001
store_0,2019-01-07,9491.659026323494
store_0,2019-01-08,9452.480055286098
store_0,2019-01-09,9689.232541481782
store_0,2019-01-10,9891.05629474542
store_0,2019-01-11,9159.14461485449
store_0,2019-01-12,5402.56017322132
store_0,2019-01-13,4469.784476877977
