place_id,name,type,parent_place_id,parent_name,parent_type
5647449,Custer County,county,5667009,Montana,region
4871782,Polk County,county,4862182,Iowa,region
5392967,Santa Barbara County,county,5332921,California,region
4738216,Tyler County,county,4736286,Texas,region
4508924,Clermont County,county,5165418,Ohio,region
4058479,DeKalb County,county,4829764,Alabama,region
5783919,Uintah County,county,5549030,Utah,region
4723147,Robertson County,county,4736286,Texas,region
4617573,DeKalb County,county,4662168,Tennessee,region
4417738,Benton County,county,4436296,Mississippi,region
5688138,Bowman County,county,5690763,North Dakota,region
5055902,Lewis County,county,4398678,Missouri,region
5433677,Ouray County,county,5417618,Colorado,region
4296106,Jackson County,county,6254925,Kentucky,region
5097707,Essex County,county,5101760,New Jersey,region
4186713,Catoosa County,county,4197000,Georgia,region
5419761,Dolores County,county,5417618,Colorado,region
5465283,Doña Ana County,county,5481136,New Mexico,region
4743474,Young County,county,4736286,Texas,region
5146092,Ashtabula County,county,5165418,Ohio,region
4531901,Caddo County,county,4544379,Oklahoma,region
5446632,Thomas County,county,4273857,Kansas,region
4867729,Monroe County,county,4862182,Iowa,region
5259061,Lafayette County,county,5279468,Wisconsin,region
4635138,Lake County,county,4662168,Tennessee,region
5799889,Kittitas County,county,5815135,Washington,region
4927751,Wabash County,county,4921868,Indiana,region
4807600,Greenbrier County,county,4826850,West Virginia,region
4938741,Hampden County,county,6254926,Massachusetts,region
5338872,Colusa County,county,5332921,California,region
4377925,Boone County,county,4398678,Missouri,region
5086767,Grafton County,county,5090174,New Hampshire,region
5652361,Flathead County,county,5667009,Montana,region
4132456,Stone County,county,4099753,Arkansas,region
5376101,Napa County,county,5332921,California,region
5233748,Bennington County,county,5242283,Vermont,region
5059430,Grand Forks County,county,5690763,North Dakota,region
4055660,Clay County,county,4829764,Alabama,region
5305206,Mohave County,county,5551752,Arizona,region
4484186,Pasquotank County,county,4482348,North Carolina,region
5266547,Pepin County,county,5279468,Wisconsin,region
4196508,Fulton County,county,4197000,Georgia,region
5446276,Rawlins County,county,4273857,Kansas,region
5830051,Laramie County,county,5843591,Wyoming,region
4297180,Knott County,county,6254925,Kentucky,region
4807996,Hampshire County,county,4826850,West Virginia,region
4823985,Summers County,county,4826850,West Virginia,region
5370468,Marin County,county,5332921,California,region
4599283,Union County,county,4597040,South Carolina,region
4428420,Greene County,county,4436296,Mississippi,region
4483897,Pamlico County,county,4482348,North Carolina,region
5799853,Kitsap County,county,5815135,Washington,region
4762929,City of Hampton,county,6254928,Virginia,region
5578884,Larimer County,county,5417618,Colorado,region
5528613,Potter County,county,4736286,Texas,region
5237839,Lamoille County,county,5242283,Vermont,region
4343313,Terrebonne Parish,county,4331987,Louisiana,region
4159657,Indian River County,county,4155751,Florida,region
4859214,Greene County,county,4862182,Iowa,region
4583318,Jasper County,county,4597040,South Carolina,region
4155535,Flagler County,county,4155751,Florida,region
4569313,Anderson County,county,4597040,South Carolina,region
5644870,Chouteau County,county,5667009,Montana,region
5021977,Cook County,county,5037779,Minnesota,region
5430806,Mesa County,county,5417618,Colorado,region
4705575,Lavaca County,county,4736286,Texas,region
5534886,Beaver County,county,5549030,Utah,region
5590383,Custer County,county,5596512,Idaho,region
4065796,Hale County,county,4829764,Alabama,region
4172096,Santa Rosa County,county,4155751,Florida,region
4481757,New Hanover County,county,4482348,North Carolina,region
4184899,Bryan County,county,4197000,Georgia,region
5594311,Gooding County,county,5596512,Idaho,region
4633430,Johnson County,county,4662168,Tennessee,region
4456243,Bladen County,county,4482348,North Carolina,region
5673204,Ravalli County,county,5667009,Montana,region
5248812,Clark County,county,5279468,Wisconsin,region
5268067,Price County,county,5279468,Wisconsin,region
4675805,Bowie County,county,4736286,Texas,region
5332191,Butte County,county,5332921,California,region
5020429,Carlton County,county,5037779,Minnesota,region
4339881,Saint John the Baptist Parish,county,4331987,Louisiana,region
4738689,Upshur County,county,4736286,Texas,region
5445855,Logan County,county,4273857,Kansas,region
4627306,Hamilton County,county,4662168,Tennessee,region
4287080,Carter County,county,6254925,Kentucky,region
5229653,McPherson County,county,5769223,South Dakota,region
4749725,City of Buena Vista,county,6254928,Virginia,region
4451779,Yalobusha County,county,4436296,Mississippi,region
4850488,Carroll County,county,4862182,Iowa,region
5799909,Klickitat County,county,5815135,Washington,region
4676632,Brown County,county,4736286,Texas,region
5735237,Klamath County,county,5744337,Oregon,region
4187348,Charlton County,county,4197000,Georgia,region
5196674,Lackawanna County,county,6254927,Pennsylvania,region
4922458,LaGrange County,county,4921868,Indiana,region
5412082,Archuleta County,county,5417618,Colorado,region
4762246,Greensville County,county,6254928,Virginia,region
5012748,Tuscola County,county,5001836,Michigan,region
4196096,Franklin County,county,4197000,Georgia,region
4345509,Washington Parish,county,4331987,Louisiana,region
4812863,Logan County,county,4826850,West Virginia,region
5581553,Routt County,county,5417618,Colorado,region
5694236,Chase County,county,5073708,Nebraska,region
4568959,Abbeville County,county,4597040,South Carolina,region
4302977,Ohio County,county,6254925,Kentucky,region
4270946,Ellsworth County,county,4273857,Kansas,region
4721949,Red River County,county,4736286,Texas,region
5767033,Mellette County,county,5769223,South Dakota,region
4126012,Phillips County,county,4099753,Arkansas,region
5530618,Sherman County,county,4736286,Texas,region
4264540,Scott County,county,4921868,Indiana,region
4163456,Marion County,county,4155751,Florida,region
4515328,Jackson County,county,5165418,Ohio,region
4266673,Wayne County,county,4921868,Indiana,region
4452708,Anson County,county,4482348,North Carolina,region
4996573,Houghton County,county,5001836,Michigan,region
4705758,Lee County,county,4736286,Texas,region
4217563,Pulaski County,county,4197000,Georgia,region
4286176,Bullitt County,county,6254925,Kentucky,region
5838199,Sheridan County,county,5843591,Wyoming,region
5822351,Crook County,county,5843591,Wyoming,region
4660813,Sullivan County,county,4662168,Tennessee,region
4241687,Jackson County,county,4896861,Illinois,region
4518598,Montgomery County,county,5165418,Ohio,region
4236157,Coles County,county,4896861,Illinois,region
4721747,Real County,county,4736286,Texas,region
4676137,Brazoria County,county,4736286,Texas,region
5162517,Medina County,county,5165418,Ohio,region
5580055,Morgan County,county,5417618,Colorado,region
5692348,Stark County,county,5690763,North Dakota,region
4542080,Major County,county,4544379,Oklahoma,region
4547701,Payne County,county,4544379,Oklahoma,region
5870134,Nome Census Area,county,5879092,Alaska,region
4274001,Kiowa County,county,4273857,Kansas,region
4687437,Duval County,county,4736286,Texas,region
5425737,Huerfano County,county,5417618,Colorado,region
4988619,Cheboygan County,county,5001836,Michigan,region
5203809,Northampton County,county,6254927,Pennsylvania,region
4434977,Marshall County,county,4436296,Mississippi,region
4726259,San Augustine County,county,4736286,Texas,region
5672326,Powder River County,county,5667009,Montana,region
5785282,Adams County,county,5815135,Washington,region
5059961,Kidder County,county,5690763,North Dakota,region
4289074,Crittenden County,county,6254925,Kentucky,region
4778096,Patrick County,county,6254928,Virginia,region
5480123,Mora County,county,5481136,New Mexico,region
5021535,Clearwater County,county,5037779,Minnesota,region
5158275,Huron County,county,5165418,Ohio,region
5057186,Schuyler County,county,4398678,Missouri,region
4295247,Hopkins County,county,6254925,Kentucky,region
4130373,Scott County,county,4099753,Arkansas,region
5446459,Sheridan County,county,4273857,Kansas,region
4247387,Pope County,county,4896861,Illinois,region
5232702,Walworth County,county,5769223,South Dakota,region
4489357,Rutherford County,county,4482348,North Carolina,region
4535054,Dewey County,county,4544379,Oklahoma,region
5145190,Yates County,county,5128638,State of New York,region
5550375,Alamosa County,county,5417618,Colorado,region
4533135,Choctaw County,county,4544379,Oklahoma,region
4167218,Osceola County,county,4155751,Florida,region
4413870,Webster County,county,4398678,Missouri,region
4263732,Ripley County,county,4921868,Indiana,region
4500994,Burlington County,county,5101760,New Jersey,region
4630950,Houston County,county,4662168,Tennessee,region
4926796,Steuben County,county,4921868,Indiana,region
5186106,Cumberland County,county,6254927,Pennsylvania,region
4304226,Pike County,county,6254925,Kentucky,region
4332258,Madison Parish,county,4331987,Louisiana,region
5058571,Cavalier County,county,5690763,North Dakota,region
4205013,Lanier County,county,4197000,Georgia,region
5226849,Charles Mix County,county,5769223,South Dakota,region
4126942,Poinsett County,county,4099753,Arkansas,region
4318532,Caddo Parish,county,4331987,Louisiana,region
5799783,King County,county,5815135,Washington,region
5279557,Wood County,county,5279468,Wisconsin,region
4639630,Marshall County,county,4662168,Tennessee,region
4232592,Alexander County,county,4896861,Illinois,region
5124290,Lewis County,county,5128638,State of New York,region
5692146,Slope County,county,5690763,North Dakota,region
4151595,Columbia County,county,4155751,Florida,region
4057837,Cullman County,county,4829764,Alabama,region
4318690,Cameron Parish,county,4331987,Louisiana,region
4374849,Andrew County,county,4398678,Missouri,region
4826636,Webster County,county,4826850,West Virginia,region
4738723,Uvalde County,county,4736286,Texas,region
5069693,Harlan County,county,5073708,Nebraska,region
5820552,Carbon County,county,5843591,Wyoming,region
4570707,Berkeley County,county,4597040,South Carolina,region
4470729,Hertford County,county,4482348,North Carolina,region
5031616,Itasca County,county,5037779,Minnesota,region
5519946,Dawson County,county,4736286,Texas,region
5227222,Davison County,county,5769223,South Dakota,region
5526681,Motley County,county,4736286,Texas,region
4697070,Henderson County,county,4736286,Texas,region
4881109,Webster County,county,4862182,Iowa,region
5391692,San Benito County,county,5332921,California,region
5068222,Fillmore County,county,5073708,Nebraska,region
5800965,Lincoln County,county,5815135,Washington,region
4286549,Calloway County,county,6254925,Kentucky,region
5850871,Maui County,county,5855797,Hawaii,region
4281087,Wabaunsee County,county,4273857,Kansas,region
4337708,Pointe Coupee Parish,county,4331987,Louisiana,region
4682862,Concho County,county,4736286,Texas,region
5229494,Lyman County,county,5769223,South Dakota,region
4328978,Jefferson Parish,county,4331987,Louisiana,region
4259572,Jackson County,county,4921868,Indiana,region
4047434,Russell County,county,4829764,Alabama,region
5321860,Yavapai County,county,5551752,Arizona,region
4104063,Calhoun County,county,4099753,Arkansas,region
4539140,Hughes County,county,4544379,Oklahoma,region
5792681,Douglas County,county,5815135,Washington,region
5531988,Swisher County,county,4736286,Texas,region
4475969,Lincoln County,county,4482348,North Carolina,region
4167895,Pasco County,county,4155751,Florida,region
4613057,Chester County,county,4662168,Tennessee,region
4814465,Mercer County,county,4826850,West Virginia,region
5009187,Schoolcraft County,county,5001836,Michigan,region
5524844,Lamb County,county,4736286,Texas,region
4215637,Pickens County,county,4197000,Georgia,region
5112358,Chautauqua County,county,5128638,State of New York,region
4636403,Lewis County,county,4662168,Tennessee,region
4193042,Effingham County,county,4197000,Georgia,region
5239520,Orleans County,county,5242283,Vermont,region
5694243,Cherry County,county,5073708,Nebraska,region
4793032,Westmoreland County,county,6254928,Virginia,region
4696596,Haskell County,county,4736286,Texas,region
5039381,Norman County,county,5037779,Minnesota,region
5771875,Box Elder County,county,5549030,Utah,region
4866360,Marshall County,county,4862182,Iowa,region
5182539,Butler County,county,6254927,Pennsylvania,region
5739051,Marion County,county,5744337,Oregon,region
4484605,Perquimans County,county,4482348,North Carolina,region
5759333,Washington County,county,5744337,Oregon,region
5528909,Randall County,county,4736286,Texas,region
4114303,Hempstead County,county,4099753,Arkansas,region
4674023,Bexar County,county,4736286,Texas,region
4608185,Bradley County,county,4662168,Tennessee,region
5197646,Lehigh County,county,6254927,Pennsylvania,region
4711286,Milam County,county,4736286,Texas,region
5041970,Polk County,county,5037779,Minnesota,region
4287883,Clay County,county,6254925,Kentucky,region
4493238,Stanly County,county,4482348,North Carolina,region
4905877,Piatt County,county,4896861,Illinois,region
5735869,Lane County,county,5744337,Oregon,region
4776242,City of Norfolk,county,6254928,Virginia,region
4685912,Denton County,county,4736286,Texas,region
4482584,Northampton County,county,4482348,North Carolina,region
5084247,Carroll County,county,5090174,New Hampshire,region
4766205,Isle of Wight County,county,6254928,Virginia,region
4646779,Obion County,county,4662168,Tennessee,region
4442374,Prentiss County,county,4436296,Mississippi,region
5181416,Bradford County,county,6254927,Pennsylvania,region
4792534,City of Waynesboro,county,6254928,Virginia,region
