id,title,description,start,end,timezone,duration,category,labels,country,rank,local_rank,aviation_rank,phq_attendance,entities,location,place_hierarchies,scope,relevance,state,first_seen,updated,deleted_reason,duplicate_of_id,entity_name,longitude,latitude,sub_category,session_type,estimated,on_campus
YukviQpZ2erMbXE7zG,Spring Session,,2020-01-21 06:00:00+00:00,2020-05-09 04:59:59+00:00,America/Chicago,9413999,academic,"['academic', 'academic-session']",US,84,,,51831.0,"[{'entity_id': 'VG9bPvYp7gnnWkYtmnRdCb', 'name': 'The University of Texas at Austin', 'type': 'venue', 'formatted_address': 'Austin, TX 78712\nUnited States of America'}]","[-97.734057, 30.284918]","[['6295630', '6255149', '6252001', '4736286', '4737316', '4671654']]",locality,1.0,active,2019-10-31 22:01:29+00:00,2020-11-10 01:48:28+00:00,,,The University of Texas at Austin,-97.734057,30.284918,academic-session,in-person,not_estimated,True
csKsX7q363rUcPJATk,Spring Session,,2020-01-21 06:00:00+00:00,2020-05-16 04:59:59+00:00,America/Chicago,10018799,academic,"['academic', 'academic-session']",US,58,,,2419.0,"[{'entity_id': '7pWU6Pnc6keuabbSNYFqNu', 'name': 'Austin Community College - Highland Campus', 'type': 'venue', 'formatted_address': '6101 Highland Campus Drive\nAustin, TX 78752\nUnited States of America'}]","[-97.713765, 30.326983]","[['6295630', '6255149', '6252001', '4736286', '4737316', '4669623'], ['6295630', '6255149', '6252001', '4736286', '4737316', '4671654']]",locality,1.0,active,2019-10-31 21:58:00+00:00,2020-10-07 04:03:55+00:00,,,Austin Community College - Highland Campus,-97.713765,30.326983,academic-session,in-person,not_estimated,True
aZQ2bSzMkugxJGDhCU,Winter Break,,2019-12-19 06:00:00+00:00,2020-01-21 05:59:59+00:00,America/Chicago,2851199,academic,"['academic', 'holiday']",US,84,,,51831.0,"[{'entity_id': 'VG9bPvYp7gnnWkYtmnRdCb', 'name': 'The University of Texas at Austin', 'type': 'venue', 'formatted_address': 'Austin, TX 78712\nUnited States of America'}]","[-97.734057, 30.284918]","[['6295630', '6255149', '6252001', '4736286', '4737316', '4671654']]",locality,1.0,active,2019-10-31 22:01:28+00:00,2020-11-10 01:48:39+00:00,,,The University of Texas at Austin,-97.734057,30.284918,holiday,in-person,not_estimated,False
yndKiRpvkNbDQ2kYgY,Winter Break,,2019-12-14 06:00:00+00:00,2020-01-21 05:59:59+00:00,America/Chicago,3283199,academic,"['academic', 'holiday']",US,58,,,2419.0,"[{'entity_id': '7pWU6Pnc6keuabbSNYFqNu', 'name': 'Austin Community College - Highland Campus', 'type': 'venue', 'formatted_address': '6101 Highland Campus Drive\nAustin, TX 78752\nUnited States of America'}]","[-97.713765, 30.326983]","[['6295630', '6255149', '6252001', '4736286', '4737316', '4669623'], ['6295630', '6255149', '6252001', '4736286', '4737316', '4671654']]",locality,1.0,active,2019-10-31 21:57:59+00:00,2020-10-07 17:58:00+00:00,,,Austin Community College - Highland Campus,-97.713765,30.326983,holiday,in-person,not_estimated,False
bv8kAhyHEvxGKZ9rmQ,Austin Community College District - Fall Graduation,,2019-12-14 00:00:00+00:00,2019-12-14 00:00:00+00:00,America/Chicago,0,academic,"['academic', 'graduation']",US,75,,,18600.0,"[{'entity_id': '39ENkzQLMam2qDNVYHwDTX7', 'name': 'Frank C. Erwin, Jr., Special Events Center', 'type': 'venue', 'formatted_address': '1701 Red River Street\nAustin, TX 78701\nUnited States of America'}]","[-97.732169, 30.276954]","[['6295630', '6255149', '6252001', '4736286', '4737316', '4671654']]",locality,1.0,active,2019-10-31 21:57:59+00:00,2021-03-19 13:59:15+00:00,,,"Frank C. Erwin, Jr., Special Events Center",-97.732169,30.276954,graduation,in-person,not_estimated,True
vtmS4Df33yCJKLC4nv,Fall Exams,,2019-12-12 06:00:00+00:00,2019-12-19 05:59:59+00:00,America/Chicago,604799,academic,"['academic', 'exam']",US,84,,,51831.0,"[{'entity_id': 'VG9bPvYp7gnnWkYtmnRdCb', 'name': 'The University of Texas at Austin', 'type': 'venue', 'formatted_address': 'Austin, TX 78712\nUnited States of America'}]","[-97.734057, 30.284918]","[['6295630', '6255149', '6252001', '4736286', '4737316', '4671654']]",locality,1.0,active,2019-10-31 22:01:27+00:00,2020-11-10 01:48:22+00:00,,,The University of Texas at Austin,-97.734057,30.284918,exam,in-person,not_estimated,True
6jgK5cmmQNqCnbAeh7,The University of Texas at Austin - Fall Graduation,,2019-12-07 06:00:00+00:00,2019-12-08 05:59:59+00:00,America/Chicago,86399,academic,"['academic', 'graduation']",US,59,,,2900.0,"[{'entity_id': 'xH33ACXDHdVgA7aP6JSZtZ', 'name': 'Bass Concert Hall', 'type': 'venue', 'formatted_address': '2350 Robert Dedman Drive\nAustin, TX 78712\nUnited States of America'}]","[-97.731236, 30.286095]","[['6295630', '6255149', '6252001', '4736286', '4737316', '4671654']]",locality,1.0,active,2019-10-31 22:01:28+00:00,2020-09-03 22:15:51+00:00,,,Bass Concert Hall,-97.731236,30.286095,graduation,in-person,not_estimated,True
QZbzMXpnTp8RPLbgmQ,Thanksgiving Break,,2019-11-28 06:00:00+00:00,2019-12-02 05:59:59+00:00,America/Chicago,345599,academic,"['academic', 'holiday']",US,58,,,2419.0,"[{'entity_id': '7pWU6Pnc6keuabbSNYFqNu', 'name': 'Austin Community College - Highland Campus', 'type': 'venue', 'formatted_address': '6101 Highland Campus Drive\nAustin, TX 78752\nUnited States of America'}]","[-97.713765, 30.326983]","[['6295630', '6255149', '6252001', '4736286', '4737316', '4669623'], ['6295630', '6255149', '6252001', '4736286', '4737316', '4671654']]",locality,1.0,active,2019-10-31 21:57:58+00:00,2020-10-06 23:12:19+00:00,,,Austin Community College - Highland Campus,-97.713765,30.326983,holiday,in-person,not_estimated,False
MkoDh9vLVCya6bd8xZ,Thanksgiving Break,,2019-11-27 06:00:00+00:00,2019-12-02 05:59:59+00:00,America/Chicago,431999,academic,"['academic', 'holiday']",US,84,,,51831.0,"[{'entity_id': 'VG9bPvYp7gnnWkYtmnRdCb', 'name': 'The University of Texas at Austin', 'type': 'venue', 'formatted_address': 'Austin, TX 78712\nUnited States of America'}]","[-97.734057, 30.284918]","[['6295630', '6255149', '6252001', '4736286', '4737316', '4671654']]",locality,1.0,active,2019-10-31 22:01:27+00:00,2020-11-10 01:48:39+00:00,,,The University of Texas at Austin,-97.734057,30.284918,holiday,in-person,not_estimated,False
5FVUzdrivbrLcRVn7C,Homecoming,,2019-11-09 06:00:00+00:00,2019-11-10 05:59:59+00:00,America/Chicago,86399,academic,"['academic', 'social']",US,0,,,0.0,"[{'entity_id': 'VG9bPvYp7gnnWkYtmnRdCb', 'name': 'The University of Texas at Austin', 'type': 'venue', 'formatted_address': 'Austin, TX 78712\nUnited States of America'}]","[-97.734057, 30.284918]","[['6295630', '6255149', '6252001', '4736286', '4737316', '4671654']]",locality,1.0,active,2019-10-31 22:01:26+00:00,2020-11-10 01:48:54+00:00,,,The University of Texas at Austin,-97.734057,30.284918,social,in-person,not_estimated,True
