id,title,description,start,end,timezone,duration,category,labels,country,rank,local_rank,aviation_rank,phq_attendance,entities,location,place_hierarchies,scope,relevance,state,first_seen,updated,deleted_reason,duplicate_of_id,entity_name,longitude,latitude,sub_category,session_type,estimated,on_campus
3dyVvrURR9EkZcFPkX,Summer Session,,2021-06-14 07:00:00+00:00,2021-08-30 06:59:59+00:00,America/Los_Angeles,6652799,academic,"['academic', 'academic-session', 'estimated', 'hybrid-session']",US,52,,,1287.0,"[{'entity_id': '36Ni6bFidX2bME3rKyW8m8R', 'name': 'Los Angeles Trade Technical College', 'type': 'venue', 'formatted_address': '400 West Washington Boulevard\nLos Angeles, CA 90015\nUnited States of America'}]","[-118.269695, 34.032848]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5368361'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5360529']]",locality,1.0,active,2020-08-27 22:38:15+00:00,2021-01-26 04:14:10+00:00,,,Los Angeles Trade Technical College,-118.269695,34.032848,academic-session,hybrid-session,estimated,True
Vu6eGWssw8rG2aBsxz,Summer Session,,2021-06-14 07:00:00+00:00,2021-08-30 06:59:59+00:00,America/Los_Angeles,6652799,academic,"['academic', 'academic-session', 'estimated', 'online-session']",US,0,,,0.0,"[{'entity_id': 'htkLSUCJvJffjDUhU7cfeC', 'name': 'Los Angeles City College', 'type': 'venue', 'formatted_address': '855 North Vermont Avenue\nLos Angeles, CA 90029\nUnited States of America'}]","[-118.292473, 34.087269]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5368361'], ['6295630', '6255149', '6252001', '5332921', '5368381', '8062691']]",locality,1.0,active,2020-08-27 22:35:39+00:00,2021-01-26 04:10:50+00:00,,,Los Angeles City College,-118.292473,34.087269,academic-session,online-session,estimated,True
oiUGqtJcPVRZpWMhF6,Summer Session,,2021-06-14 07:00:00+00:00,2021-08-23 06:59:59+00:00,America/Los_Angeles,6047999,academic,"['academic', 'academic-session', 'estimated']",US,58,,,2478.0,"[{'entity_id': 'aZtwEWCRc8nfX4CcFksdip', 'name': 'West Los Angeles College', 'type': 'venue', 'formatted_address': '9000 Overland Avenue\nCulver City, CA 90230\nUnited States of America'}]","[-118.387156, 34.004228]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5364195'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5368361']]",locality,1.0,active,2020-08-27 23:12:02+00:00,2020-09-03 22:21:49+00:00,,,West Los Angeles College,-118.387156,34.004228,academic-session,in-person,estimated,True
SAvNmTYUZWbicKEQqh,Summer Break,,2021-06-12 07:00:00+00:00,2021-09-23 06:59:59+00:00,America/Los_Angeles,8899199,academic,"['academic', 'holiday']",US,80,,,31543.0,"[{'entity_id': '32afGxjEeXh84pfVwWY9qUk', 'name': 'University of California - Los Angeles', 'type': 'venue', 'formatted_address': 'Los Angeles, CA 90095\nUnited States of America'}]","[-118.445181, 34.068921]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5408545'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5368361']]",locality,1.0,active,2020-08-27 23:06:09+00:00,2020-09-03 22:14:20+00:00,,,University of California - Los Angeles,-118.445181,34.068921,holiday,in-person,not_estimated,False
fBv7dBjX6whHmvX9aG,University of California-Los Angeles - Spring Graduation,,2021-06-11 07:00:00+00:00,2021-06-13 06:59:59+00:00,America/Los_Angeles,172799,academic,"['academic', 'estimated', 'graduation']",US,82,,,39800.0,"[{'entity_id': 'KZp2taYVtGhQpZuwJC2gM7', 'name': 'Pauley Pavilion', 'type': 'venue', 'formatted_address': '301 Westwood Plaza\nLos Angeles, CA 90095\nUnited States of America'}]","[-118.446929, 34.070342]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5408545'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5368361']]",locality,1.0,active,2020-08-27 23:05:59+00:00,2021-03-19 13:22:39+00:00,,,Pauley Pavilion,-118.446929,34.070342,graduation,in-person,estimated,True
kspc6jrRhjEaiNtn7P,West Los Angeles College - Spring Graduation,,2021-06-10 07:00:00+00:00,2021-06-11 06:59:59+00:00,America/Los_Angeles,86399,academic,"['academic', 'estimated', 'graduation']",US,69,,,9000.0,"[{'entity_id': 'aZtwEWCRc8nfX4CcFksdip', 'name': 'West Los Angeles College', 'type': 'venue', 'formatted_address': '9000 Overland Avenue\nCulver City, CA 90230\nUnited States of America'}]","[-118.387156, 34.004228]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5364195'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5368361']]",locality,1.0,active,2020-08-27 23:12:01+00:00,2021-03-19 11:45:13+00:00,,,West Los Angeles College,-118.387156,34.004228,graduation,in-person,estimated,True
deGcBg3eu4D5M9y3Qo,Los Angeles City College - Spring Graduation,,2021-06-09 00:00:00+00:00,2021-06-09 00:00:00+00:00,America/Los_Angeles,0,academic,"['academic', 'graduation']",US,65,,,5900.0,"[{'entity_id': '8KXHXYRMMCtb5MvwZrhkkW', 'name': 'The Greek Theatre', 'type': 'venue', 'formatted_address': '2700 North Vermont Avenue\nLos Angeles, CA 90027\nUnited States of America'}]","[-118.29629, 34.119532]","[['6295630', '6255149', '6252001', '5332921', '6285747'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5368361']]",locality,1.0,active,2020-08-27 22:35:38+00:00,2021-03-19 13:45:33+00:00,,,The Greek Theatre,-118.29629,34.119532,graduation,in-person,not_estimated,True
5cq6TBCHvAyJEZKxkR,Summer Break,,2021-06-08 07:00:00+00:00,2021-08-30 06:59:59+00:00,America/Los_Angeles,7171199,academic,"['academic', 'estimated', 'holiday']",US,58,,,2478.0,"[{'entity_id': 'aZtwEWCRc8nfX4CcFksdip', 'name': 'West Los Angeles College', 'type': 'venue', 'formatted_address': '9000 Overland Avenue\nCulver City, CA 90230\nUnited States of America'}]","[-118.387156, 34.004228]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5364195'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5368361']]",locality,1.0,active,2020-08-27 23:12:03+00:00,2020-09-03 22:31:23+00:00,,,West Los Angeles College,-118.387156,34.004228,holiday,in-person,estimated,False
WtXLybyVJuz8TaeXQS,Los Angeles Trade Technical College - Spring Graduation,,2021-06-08 07:00:00+00:00,2021-06-09 06:59:59+00:00,America/Los_Angeles,86399,academic,"['academic', 'estimated', 'graduation']",US,70,,,10258.0,"[{'entity_id': 'iE6WAPTQMrEm4tyUHbgCDM', 'name': 'Galen Center', 'type': 'venue', 'formatted_address': '3400 S Figueroa St\nLos Angeles, CA 90089\nUnited States of America'}]","[-118.279864, 34.021007]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5368361'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5360529']]",locality,1.0,active,2020-08-27 22:38:14+00:00,2020-09-03 22:29:07+00:00,,,Galen Center,-118.279864,34.021007,graduation,in-person,estimated,True
XJMbBfUZtcbTnPpydy,Summer Break,,2021-06-08 07:00:00+00:00,2021-08-30 06:59:59+00:00,America/Los_Angeles,7171199,academic,"['academic', 'estimated', 'holiday']",US,71,,,10646.0,"[{'entity_id': 'htkLSUCJvJffjDUhU7cfeC', 'name': 'Los Angeles City College', 'type': 'venue', 'formatted_address': '855 North Vermont Avenue\nLos Angeles, CA 90029\nUnited States of America'}]","[-118.292473, 34.087269]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5368361'], ['6295630', '6255149', '6252001', '5332921', '5368381', '8062691']]",locality,1.0,active,2020-08-27 22:35:40+00:00,2020-09-03 22:23:35+00:00,,,Los Angeles City College,-118.292473,34.087269,holiday,in-person,estimated,False
qnfd4aqteZ9P8GY9GE,Summer Break,,2021-06-08 07:00:00+00:00,2021-08-30 06:59:59+00:00,America/Los_Angeles,7171199,academic,"['academic', 'estimated', 'holiday']",US,70,,,10263.0,"[{'entity_id': '36Ni6bFidX2bME3rKyW8m8R', 'name': 'Los Angeles Trade Technical College', 'type': 'venue', 'formatted_address': '400 West Washington Boulevard\nLos Angeles, CA 90015\nUnited States of America'}]","[-118.269695, 34.032848]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5368361'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5360529']]",locality,1.0,active,2020-08-27 22:38:15+00:00,2020-09-03 22:15:48+00:00,,,Los Angeles Trade Technical College,-118.269695,34.032848,holiday,in-person,estimated,False
